"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Icon-c11n-8-84-3__sc-13llmml-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""406 N Boston Ave, Deland, FL 32724"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,602""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""406 N Boston Ave"",""addressLocality"":""Deland"",""addressRegion"":""FL"",""postalCode"":""32724""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":29.03429,""longitude"":-81.29148},""url"":""https://www.zillow.com/homedetails/406-N-Boston-Ave-Deland-FL-32724/47939680_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 406 N Boston Ave"",""url"":""https://www.zillow.com/homedetails/406-N-Boston-Ave-Deland-FL-32724/47939680_zpid/"",""image"":""https://photos.zillowstatic.com/fp/be1f733048cadcb806952660f4623695-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/406-N-Boston-Ave-Deland-FL-32724/47939680_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""406 N Boston Ave"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""406 N Boston Ave"",""postalCode"":""32724"",""addressLocality"":""Deland"",""addressRegion"":""FL""}}],""offers"":{""price"":304000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/406-N-Boston-Ave-Deland-FL-32724/47939680_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Beachside Realty of Volusia County Inc.""}","https://www.zillow.com/homedetails/406-N-Boston-Ave-Deland-FL-32724/47939680_zpid/","406 N Boston Ave, Deland, FL 32724","BEACHSIDE REALTY OF VOLUSIA COUNTY INC.","$304,000","- House for sale","4","bds","2","ba","1,602","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/c4646f7fd7569a4f627920d1d688cb3f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/be1f733048cadcb806952660f4623695-p_e.jpg","https://photos.zillowstatic.com/fp/58194d7ff96b52608783a997fca558a6-p_e.jpg","https://photos.zillowstatic.com/fp/c40f5ea23c3f35426edba70feb8edeec-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""14941 Hidden Oaks Cir, Clearwater, FL 33764"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,006""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14941 Hidden Oaks Cir"",""addressLocality"":""Clearwater"",""addressRegion"":""FL"",""postalCode"":""33764""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.908607,""longitude"":-82.736206},""url"":""https://www.zillow.com/homedetails/14941-Hidden-Oaks-Cir-Clearwater-FL-33764/51592257_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 14941 Hidden Oaks Cir"",""url"":""https://www.zillow.com/homedetails/14941-Hidden-Oaks-Cir-Clearwater-FL-33764/51592257_zpid/"",""image"":""https://photos.zillowstatic.com/fp/3468fe6c905d37cc332d9e747f79d759-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/14941-Hidden-Oaks-Cir-Clearwater-FL-33764/51592257_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""14941 Hidden Oaks Cir"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""14941 Hidden Oaks Cir"",""postalCode"":""33764"",""addressLocality"":""Clearwater"",""addressRegion"":""FL""}}],""offers"":{""price"":474900,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/14941-Hidden-Oaks-Cir-Clearwater-FL-33764/51592257_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Charles Rutenberg Realty Inc""}","https://www.zillow.com/homedetails/14941-Hidden-Oaks-Cir-Clearwater-FL-33764/51592257_zpid/","14941 Hidden Oaks Cir, Clearwater, FL 33764","CHARLES RUTENBERG REALTY INC","$474,900","- House for sale","3","bds","2","ba","2,006","sqft","3D Tour","Chevron Left","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Right","Next photo","Three Dimensional","https://photos.zillowstatic.com/fp/3468fe6c905d37cc332d9e747f79d759-p_e.jpg","https://photos.zillowstatic.com/fp/06c1d3025f72f06d0f4c2570ec089910-p_e.jpg","https://photos.zillowstatic.com/fp/c1de654cf061fc04c5a644919c446c9e-p_e.jpg","Use arrow keys to navigate","Image 1 of 31","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6751 NW 26th Way, Fort Lauderdale, FL 33309"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,733""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6751 NW 26th Way"",""addressLocality"":""Fort Lauderdale"",""addressRegion"":""FL"",""postalCode"":""33309""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":26.207394,""longitude"":-80.17908},""url"":""https://www.zillow.com/homedetails/6751-NW-26th-Way-Fort-Lauderdale-FL-33309/43061454_zpid/""}","","https://www.zillow.com/homedetails/6751-NW-26th-Way-Fort-Lauderdale-FL-33309/43061454_zpid/","6751 NW 26th Way, Fort Lauderdale, FL 33309","EXP REALTY, LLC.","$749,000","- House for sale","3","bds","3","ba","1,733","sqft","5 days on Zillow","","https://photos.zillowstatic.com/fp/a8b02d5ac61ac8b9a11bda64382b4f89-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/c04f903380bf5e0eced3c23f1c826ae5-p_e.jpg","https://photos.zillowstatic.com/fp/4c156450b6f6fb2a1cbe39248745b5d5-p_e.jpg","https://photos.zillowstatic.com/fp/4d1468a460b8e4e3b45953c623d567a8-p_e.jpg","Use arrow keys to navigate","Image 1 of 38","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1411 6th St W, Palmetto, FL 34221"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,615""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1411 6th St W"",""addressLocality"":""Palmetto"",""addressRegion"":""FL"",""postalCode"":""34221""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.51618,""longitude"":-82.58192},""url"":""https://www.zillow.com/homedetails/1411-6th-St-W-Palmetto-FL-34221/45738269_zpid/""}","","https://www.zillow.com/homedetails/1411-6th-St-W-Palmetto-FL-34221/45738269_zpid/","1411 6th St W, Palmetto, FL 34221","PREMIER SOTHEBYS INTL REALTY","$400,000","- House for sale","4","bds","2","ba","1,615","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/e4c92f8a5148ed1b3b10d656e82ceb1c-p_e.jpg","https://photos.zillowstatic.com/fp/a0ffbfeb4aac7c1329d3c74bf10464d0-p_e.jpg","https://photos.zillowstatic.com/fp/43b481ba645d394fdc85d49057e3dd80-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""19404 Fort Dade Ave, Brooksville, FL 34601"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,128""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""19404 Fort Dade Ave"",""addressLocality"":""Brooksville"",""addressRegion"":""FL"",""postalCode"":""34601""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.555973,""longitude"":-82.406975},""url"":""https://www.zillow.com/homedetails/19404-Fort-Dade-Ave-Brooksville-FL-34601/44805024_zpid/""}","","https://www.zillow.com/homedetails/19404-Fort-Dade-Ave-Brooksville-FL-34601/44805024_zpid/","19404 Fort Dade Ave, Brooksville, FL 34601","LOKATION","$179,990","- House for sale","2","bds","1","ba","1,128","sqft","","","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d450ea9f47f2e19e271f0fa56a85ca70-p_e.jpg","https://photos.zillowstatic.com/fp/82bb03f11ff9fb53cb6fe5329175d780-p_e.jpg","https://photos.zillowstatic.com/fp/42ec7ab9125209fcbd2687c59a26c5a0-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""489 Cobbler Trl, Ponte Vedra, FL 32081"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,604""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""489 COBBLER TRL"",""addressLocality"":""Ponte Vedra"",""addressRegion"":""FL"",""postalCode"":""32081""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":30.122885,""longitude"":-81.438934},""url"":""https://www.zillow.com/homedetails/489-Cobbler-Trl-Ponte-Vedra-FL-32081/168107689_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 489 COBBLER TRL"",""url"":""https://www.zillow.com/homedetails/489-Cobbler-Trl-Ponte-Vedra-FL-32081/168107689_zpid/"",""image"":""https://photos.zillowstatic.com/fp/d7fe39dc44902affd62c5e2381641272-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/489-Cobbler-Trl-Ponte-Vedra-FL-32081/168107689_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""489 COBBLER TRL"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""489 COBBLER TRL"",""postalCode"":""32081"",""addressLocality"":""Ponte Vedra"",""addressRegion"":""FL""}}],""offers"":{""price"":875000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/489-Cobbler-Trl-Ponte-Vedra-FL-32081/168107689_zpid/"",""validFrom"":""2023-09-20""}}","https://www.zillow.com/homedetails/489-Cobbler-Trl-Ponte-Vedra-FL-32081/168107689_zpid/","489 COBBLER TRL, JACKSONVILLE, FL 32081","","$875,000","- House for sale","4","bds","3","ba","2,604","sqft","3D Tour","Three Dimensional","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/d7fe39dc44902affd62c5e2381641272-p_e.jpg","https://photos.zillowstatic.com/fp/3deadab21ae307920128fc9099e6c08d-p_e.jpg","https://photos.zillowstatic.com/fp/ecb9e3ed01f76307d4515e13e0619e0c-p_e.jpg","Use arrow keys to navigate","Image 1 of 83","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1012 Karen Ridge Ct, Kissimmee, FL 34747"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,604""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1012 Karen Ridge Ct"",""addressLocality"":""Kissimmee"",""addressRegion"":""FL"",""postalCode"":""34747""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.299463,""longitude"":-81.60228},""url"":""https://www.zillow.com/homedetails/1012-Karen-Ridge-Ct-Kissimmee-FL-34747/46312534_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 1012 Karen Ridge Ct"",""url"":""https://www.zillow.com/homedetails/1012-Karen-Ridge-Ct-Kissimmee-FL-34747/46312534_zpid/"",""image"":""https://photos.zillowstatic.com/fp/5c19a839c187aaf3abe88475fada832e-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/1012-Karen-Ridge-Ct-Kissimmee-FL-34747/46312534_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""1012 Karen Ridge Ct"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1012 Karen Ridge Ct"",""postalCode"":""34747"",""addressLocality"":""Kissimmee"",""addressRegion"":""FL""}}],""offers"":{""price"":385000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/1012-Karen-Ridge-Ct-Kissimmee-FL-34747/46312534_zpid/"",""validFrom"":""2023-09-20""},""performer"":""La Rosa Realty Kissimmee""}","https://www.zillow.com/homedetails/1012-Karen-Ridge-Ct-Kissimmee-FL-34747/46312534_zpid/","1012 Karen Ridge Ct, Kissimmee, FL 34747","LA ROSA REALTY KISSIMMEE","$385,000","- House for sale","3","bds","2","ba","1,604","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/5c19a839c187aaf3abe88475fada832e-p_e.jpg","https://photos.zillowstatic.com/fp/f6d818fa242904d8742f1feaa740c075-p_e.jpg","https://photos.zillowstatic.com/fp/ae5491725df92cb84d0114055da501bf-p_e.jpg","Use arrow keys to navigate","Image 1 of 40","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""134 Estates Cir, Lake Mary, FL 32746"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,279""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""134 Estates Cir"",""addressLocality"":""Lake Mary"",""addressRegion"":""FL"",""postalCode"":""32746""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.76263,""longitude"":-81.31173},""url"":""https://www.zillow.com/homedetails/134-Estates-Cir-Lake-Mary-FL-32746/47649040_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 134 Estates Cir"",""url"":""https://www.zillow.com/homedetails/134-Estates-Cir-Lake-Mary-FL-32746/47649040_zpid/"",""image"":""https://photos.zillowstatic.com/fp/0d296a497fc2f1922e80c3ffccfc4669-p_e.jpg"",""startDate"":""2023-09-20"",""endDate"":""2023-09-20"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/134-Estates-Cir-Lake-Mary-FL-32746/47649040_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""134 Estates Cir"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""134 Estates Cir"",""postalCode"":""32746"",""addressLocality"":""Lake Mary"",""addressRegion"":""FL""}}],""offers"":{""price"":550000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/134-Estates-Cir-Lake-Mary-FL-32746/47649040_zpid/"",""validFrom"":""2023-09-20""},""performer"":""Century 21 Alton Clark""}","https://www.zillow.com/homedetails/134-Estates-Cir-Lake-Mary-FL-32746/47649040_zpid/","134 Estates Cir, Lake Mary, FL 32746","CENTURY 21 ALTON CLARK","$550,000","- House for sale","4","bds","3","ba","2,279","sqft","3D Tour","Three Dimensional","https://photos.zillowstatic.com/fp/e39375731b4bce0deb161dcc85f92017-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/0d296a497fc2f1922e80c3ffccfc4669-p_e.jpg","https://photos.zillowstatic.com/fp/cd2a94f46a1334451c08f744bede6bda-p_e.jpg","https://photos.zillowstatic.com/fp/3d5b12332455576f39cba0e0df548482-p_e.jpg","Use arrow keys to navigate","Image 1 of 47","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""6602 Eden Rd, Fort Pierce, FL 34951"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,254""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6602 Eden Rd"",""addressLocality"":""Fort Pierce"",""addressRegion"":""FL"",""postalCode"":""34951""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.53215,""longitude"":-80.39152},""url"":""https://www.zillow.com/homedetails/6602-Eden-Rd-Fort-Pierce-FL-34951/47787073_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 2:00 - 4:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/6602-Eden-Rd-Fort-Pierce-FL-34951/47787073_zpid/"",""startDate"":""2023-09-23T14:00:00"",""endDate"":""2023-09-23T16:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""6602 Eden Rd"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":27.53215,""longitude"":-80.39152},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""6602 Eden Rd"",""postalCode"":""34951"",""addressLocality"":""Fort Pierce"",""addressRegion"":""FL""}},""image"":""https://photos.zillowstatic.com/fp/a8558eb97f2e90f0a703eb004230b469-p_e.jpg"",""offers"":{""price"":379900,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/6602-Eden-Rd-Fort-Pierce-FL-34951/47787073_zpid/"",""validFrom"":""2023-09-23T14:00:00""},""performer"":""EXP Realty LLC""}","https://www.zillow.com/homedetails/6602-Eden-Rd-Fort-Pierce-FL-34951/47787073_zpid/","6602 Eden Rd, Fort Pierce, FL 34951","EXP REALTY LLC. Listing provided by BeachesMLS","$379,900","- House for sale","3","bds","3","ba","2,254","sqft","Open: Sat. 2-4pm","","https://photos.zillowstatic.com/fp/11470fbfca6bd246a8708da0ff0e5603-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/a8558eb97f2e90f0a703eb004230b469-p_e.jpg","https://photos.zillowstatic.com/fp/f871c491783168d9e85cd9af57c94158-p_e.jpg","https://photos.zillowstatic.com/fp/986e5212002a2582eea87b120c78b649-p_e.jpg","Use arrow keys to navigate","Image 1 of 55","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3104 Swift St, Melbourne, FL 32901"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,976""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3104 Swift St"",""addressLocality"":""Melbourne"",""addressRegion"":""FL"",""postalCode"":""32901""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":28.063131,""longitude"":-80.59997},""url"":""https://www.zillow.com/homedetails/3104-Swift-St-Melbourne-FL-32901/43491974_zpid/""}","","https://www.zillow.com/homedetails/3104-Swift-St-Melbourne-FL-32901/43491974_zpid/","3104 Swift St, Melbourne, FL 32901","","$265,000","- House for sale","5","bds","2","ba","1,976","sqft","Price cut: $20,000 (Sep 15)","","","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/adb2d30fa5c7379acdb402799a148c0a-p_e.jpg","https://photos.zillowstatic.com/fp/d0513ff31cf6ad0b15d8987fd4aaf5f6-p_e.jpg","https://photos.zillowstatic.com/fp/3ac7f9f4a1f8c8f927fd737db42dab59-p_e.jpg","Use arrow keys to navigate","Image 1 of 53","Save this home"
