"ListItem-c11n-8-84-3__sc-10e22w8-0","ListItem-c11n-8-84-3__sc-10e22w8-0 2","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Anchor-c11n-8-84-3__sc-hn4bge-0 href 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2920 N Sunset Farm Rd, Kuna, ID 83634"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,694""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2920 N Sunset Farm Rd"",""addressLocality"":""Kuna"",""addressRegion"":""ID"",""postalCode"":""83634""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.51481,""longitude"":-116.42927},""url"":""https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 2920 N Sunset Farm Rd"",""url"":""https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/"",""image"":""https://photos.zillowstatic.com/fp/581c8058af7076c80b2ed4140853e490-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""2920 N Sunset Farm Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2920 N Sunset Farm Rd"",""postalCode"":""83634"",""addressLocality"":""Kuna"",""addressRegion"":""ID""}}],""offers"":{""price"":439900,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Silvercreek Realty Group""}","https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/","2920 N Sunset Farm Rd, Kuna, ID 83634","SILVERCREEK REALTY GROUP","$439,900","- Active","3","bds","2","ba","1,694","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","","https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/","https://photos.zillowstatic.com/fp/581c8058af7076c80b2ed4140853e490-p_e.jpg","https://www.zillow.com/homedetails/2920-N-Sunset-Farm-Rd-Kuna-ID-83634/338346364_zpid/","https://photos.zillowstatic.com/fp/2bf3bb78657227f144ef9796ab369e44-p_e.jpg","Use arrow keys to navigate","Image 1 of 28","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""724 10th St, Rupert, ID 83350"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,738""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""724 10th St"",""addressLocality"":""Rupert"",""addressRegion"":""ID"",""postalCode"":""83350""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":42.621944,""longitude"":-113.67747},""url"":""https://www.zillow.com/homedetails/724-10th-St-Rupert-ID-83350/104653124_zpid/""}","","https://www.zillow.com/homedetails/724-10th-St-Rupert-ID-83350/104653124_zpid/","724 10th St, Rupert, ID 83350","ROCKY MOUNTAIN REAL ESTATE BRO","$410,000","- New","4","bds","3","ba","2,738","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/9173e90b191bf0feb02f273b1ff2e211-p_e.jpg","https://www.zillow.com/homedetails/724-10th-St-Rupert-ID-83350/104653124_zpid/","https://photos.zillowstatic.com/fp/5dcc87513f9c304038dcd97ea8ddbf84-p_e.jpg","https://www.zillow.com/homedetails/724-10th-St-Rupert-ID-83350/104653124_zpid/","https://photos.zillowstatic.com/fp/a4104628688178eef38a2e3a06dd4585-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""29339 Dixie Rd, Parma, ID 83660"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,680""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""29339 Dixie Rd"",""addressLocality"":""Parma"",""addressRegion"":""ID"",""postalCode"":""83660""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.71959,""longitude"":-116.9785},""url"":""https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 29339 Dixie Rd"",""url"":""https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/"",""image"":""https://photos.zillowstatic.com/fp/7d14b7b3e037870c6acc9a505a2c10b2-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""29339 Dixie Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""29339 Dixie Rd"",""postalCode"":""83660"",""addressLocality"":""Parma"",""addressRegion"":""ID""}}],""offers"":{""price"":410000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Keller Williams Realty Boise""}","https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/","29339 Dixie Rd, Parma, ID 83660","KELLER WILLIAMS REALTY BOISE","$410,000","- Active","4","bds","2","ba","1,680","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/7d14b7b3e037870c6acc9a505a2c10b2-p_e.jpg","https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/","https://photos.zillowstatic.com/fp/fd99f4f16dec9034a77355cd7a77c3a2-p_e.jpg","https://www.zillow.com/homedetails/29339-Dixie-Rd-Parma-ID-83660/72315336_zpid/","https://photos.zillowstatic.com/fp/cfbf3b03cbdbe5aba6d754d98fda398b-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""410 Clabby Rd, Weiser, ID 83672"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,727""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""410 Clabby Rd"",""addressLocality"":""Weiser"",""addressRegion"":""ID"",""postalCode"":""83672""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.21161,""longitude"":-116.94261},""url"":""https://www.zillow.com/homedetails/410-Clabby-Rd-Weiser-ID-83672/249075635_zpid/""}","","https://www.zillow.com/homedetails/410-Clabby-Rd-Weiser-ID-83672/249075635_zpid/","410 Clabby Rd, Weiser, ID 83672","RE/MAX EXECUTIVES - NAMPA","$574,000","- New","3","bds","2","ba","2,727","sqft","2 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/13e7cf334cbc969e75732813743821aa-p_e.jpg","https://www.zillow.com/homedetails/410-Clabby-Rd-Weiser-ID-83672/249075635_zpid/","https://photos.zillowstatic.com/fp/7a6655105096954320033cc2594f3194-p_e.jpg","https://www.zillow.com/homedetails/410-Clabby-Rd-Weiser-ID-83672/249075635_zpid/","https://photos.zillowstatic.com/fp/96b01f769cd3913eb2b87ff223aa13bf-p_e.jpg","Use arrow keys to navigate","Image 1 of 33","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4081 E 450 N, Rigby, ID 83442"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,890""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4081 E 450 N"",""addressLocality"":""Rigby"",""addressRegion"":""ID"",""postalCode"":""83442""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.69212,""longitude"":-111.88797},""url"":""https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Open House - 11:00 AM - 1:00 PM"",""description"":""Open House"",""url"":""https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/"",""startDate"":""2023-09-30T11:00:00"",""endDate"":""2023-09-30T13:00:00"",""location"":{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""4081 E 450 N"",""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.69212,""longitude"":-111.88797},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4081 E 450 N"",""postalCode"":""83442"",""addressLocality"":""Rigby"",""addressRegion"":""ID""}},""image"":""https://photos.zillowstatic.com/fp/348d347136e8ccd3ba2a1ad6004f2e17-p_e.jpg"",""offers"":{""price"":637500,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/"",""validFrom"":""2023-09-30T11:00:00""},""performer"":""HomeSmart Premier Realty""}","https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/","4081 E 450 N, Rigby, ID 83442","HOMESMART PREMIER REALTY","$637,500","- House for sale","6","bds","4","ba","3,890","sqft","Open: Sat. 11am-1pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/348d347136e8ccd3ba2a1ad6004f2e17-p_e.jpg","https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/","https://photos.zillowstatic.com/fp/602121b6f120027376c8f56e475b649f-p_e.jpg","https://www.zillow.com/homedetails/4081-E-450-N-Rigby-ID-83442/115529768_zpid/","https://photos.zillowstatic.com/fp/e280cc0eba213cacd48bf773d12f7be5-p_e.jpg","Use arrow keys to navigate","Image 1 of 63","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1055 Spring Valley Rd, Troy, ID 83871"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,930""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1055 Spring Valley Rd"",""addressLocality"":""Troy"",""addressRegion"":""ID"",""postalCode"":""83871""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":46.760567,""longitude"":-116.74114},""url"":""https://www.zillow.com/homedetails/1055-Spring-Valley-Rd-Troy-ID-83871/110452564_zpid/""}","","https://www.zillow.com/homedetails/1055-Spring-Valley-Rd-Troy-ID-83871/110452564_zpid/","1055 Spring Valley Rd, Troy, ID 83871","MAGENTA & CO.","$649,000","- Active","4","bds","3","ba","2,930","sqft","Price cut: $20,000 (Sep 9)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/fcd397b21fa90c82ab009d35d361b6c3-p_e.jpg","https://www.zillow.com/homedetails/1055-Spring-Valley-Rd-Troy-ID-83871/110452564_zpid/","https://photos.zillowstatic.com/fp/e92ac2e4f69b5b3dbd419fd1c52fa93d-p_e.jpg","https://www.zillow.com/homedetails/1055-Spring-Valley-Rd-Troy-ID-83871/110452564_zpid/","https://photos.zillowstatic.com/fp/c54f6a2fea6da134c44249b048358f17-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1175 Bear Ave, Idaho Falls, ID 83402"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,644""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1175 Bear Ave"",""addressLocality"":""Idaho Falls"",""addressRegion"":""ID"",""postalCode"":""83402""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":43.508938,""longitude"":-112.03764},""url"":""https://www.zillow.com/homedetails/1175-Bear-Ave-Idaho-Falls-ID-83402/76905035_zpid/""}","","https://www.zillow.com/homedetails/1175-Bear-Ave-Idaho-Falls-ID-83402/76905035_zpid/","1175 Bear Ave, Idaho Falls, ID 83402","BROKERS 1ST","$165,000","- House for sale","2","bds","1","ba","1,644","sqft","14 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/a39fe9098f1543540a63169e51e55150-p_e.jpg","https://www.zillow.com/homedetails/1175-Bear-Ave-Idaho-Falls-ID-83402/76905035_zpid/","https://photos.zillowstatic.com/fp/2ee5b60f6a12fd19b841a4128e7e73b8-p_e.jpg","https://www.zillow.com/homedetails/1175-Bear-Ave-Idaho-Falls-ID-83402/76905035_zpid/","https://photos.zillowstatic.com/fp/c273184c6ae60156bf3c0ad54a9458b2-p_e.jpg","Use arrow keys to navigate","Image 1 of 6","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3154 Timber Ridge Dr, New Meadows, ID 83654"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,730""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3154 Timber Ridge Dr"",""addressLocality"":""New Meadows"",""addressRegion"":""ID"",""postalCode"":""83654""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":44.938972,""longitude"":-116.278366},""url"":""https://www.zillow.com/homedetails/3154-Timber-Ridge-Dr-New-Meadows-ID-83654/305254086_zpid/""}","","https://www.zillow.com/homedetails/3154-Timber-Ridge-Dr-New-Meadows-ID-83654/305254086_zpid/","3154 Timber Ridge Dr, New Meadows, ID 83654","KELLER WILLIAMS REALTY BOISE","$1,099,900","- Price Change","5","bds","4","ba","2,730","sqft","Price cut: $100,000 (Sep 26)","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/f4abe99fc8f22f8f6df407bfadd523ba-p_e.jpg","https://www.zillow.com/homedetails/3154-Timber-Ridge-Dr-New-Meadows-ID-83654/305254086_zpid/","https://photos.zillowstatic.com/fp/40eb24a8b53dea506540f8f04b1ff227-p_e.jpg","https://www.zillow.com/homedetails/3154-Timber-Ridge-Dr-New-Meadows-ID-83654/305254086_zpid/","https://photos.zillowstatic.com/fp/e3d4b960dde9fc42a11f00d5dfabc0b5-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""39 W Gold Creek Ridge Rd, Sandpoint, ID 83864"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,370""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""39 W Gold Creek Ridge Rd"",""addressLocality"":""Sandpoint"",""addressRegion"":""ID"",""postalCode"":""83864""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.396347,""longitude"":-116.386986},""url"":""https://www.zillow.com/homedetails/39-W-Gold-Creek-Ridge-Rd-Sandpoint-ID-83864/113106235_zpid/""}","","https://www.zillow.com/homedetails/39-W-Gold-Creek-Ridge-Rd-Sandpoint-ID-83864/113106235_zpid/","39 W Gold Creek Ridge Rd, Sandpoint, ID 83864","HAVEN REAL ESTATE GROUP","$550,000","- House for sale","2","bds","2","ba","1,370","sqft","14 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/80b02efd247800095e8583ede6f1bad6-p_e.jpg","https://www.zillow.com/homedetails/39-W-Gold-Creek-Ridge-Rd-Sandpoint-ID-83864/113106235_zpid/","https://photos.zillowstatic.com/fp/890dae509cb8998533e05a143f88feed-p_e.jpg","https://www.zillow.com/homedetails/39-W-Gold-Creek-Ridge-Rd-Sandpoint-ID-83864/113106235_zpid/","https://photos.zillowstatic.com/fp/230dd8c7dfd055c7fe5ed87a58858cab-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3596 Upper Pack River Rd, Sandpoint, ID 83864"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,916""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3596 Upper Pack River Rd"",""addressLocality"":""Sandpoint"",""addressRegion"":""ID"",""postalCode"":""83864""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":48.460667,""longitude"":-116.5433},""url"":""https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Virtual Tour Available - 3596 Upper Pack River Rd"",""url"":""https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/"",""image"":""https://photos.zillowstatic.com/fp/14b549083776490655aa7a30d8f2de49-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""3596 Upper Pack River Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3596 Upper Pack River Rd"",""postalCode"":""83864"",""addressLocality"":""Sandpoint"",""addressRegion"":""ID""}}],""offers"":{""price"":535000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Century 21 Riverstone""}","https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/","3596 Upper Pack River Rd, Sandpoint, ID 83864","CENTURY 21 RIVERSTONE","$535,000","- House for sale","3","bds","3","ba","1,916","sqft","Video Walkthrough","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/ecae2c8bef40023c4fcf0728d553656c-zillow_web_48_23.jpg","https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/","https://photos.zillowstatic.com/fp/14b549083776490655aa7a30d8f2de49-p_e.jpg","https://www.zillow.com/homedetails/3596-Upper-Pack-River-Rd-Sandpoint-ID-83864/2093968021_zpid/","https://photos.zillowstatic.com/fp/20625109bb30bef2fee06d876b4376ed-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3677 Tobler Rd, Hayden, ID 83835"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,701""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3677 Tobler Rd"",""addressLocality"":""Hayden"",""addressRegion"":""ID"",""postalCode"":""83835""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.749863,""longitude"":-116.738655},""url"":""https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""Virtual/3D Tour Available - 3677 Tobler Rd"",""url"":""https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/"",""image"":""https://photos.zillowstatic.com/fp/67bd26eee5dfb18c38e0c7fcbcc2b4f2-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""3677 Tobler Rd"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3677 Tobler Rd"",""postalCode"":""83835"",""addressLocality"":""Hayden"",""addressRegion"":""ID""}}],""offers"":{""price"":3095000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Tomlinson Sotheby's International Realty (Idaho)""}","https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/","3677 Tobler Rd, Hayden, ID 83835","TOMLINSON SOTHEBY'S INTERNATIONAL REALTY (IDAHO)","$3,095,000","- House for sale","4","bds","4","ba","4,701","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/67bd26eee5dfb18c38e0c7fcbcc2b4f2-p_e.jpg","https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/","https://photos.zillowstatic.com/fp/576ecde793f6e6274e248478bded2186-p_e.jpg","https://www.zillow.com/homedetails/3677-Tobler-Rd-Hayden-ID-83835/113121881_zpid/","https://photos.zillowstatic.com/fp/89398e4191ec6ba8984eb418df8c0980-p_e.jpg","Use arrow keys to navigate","Image 1 of 63","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""11776 N Hauser Lake Rd Space 17, Hauser, ID 83854"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""684""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11776 N Hauser Lake Rd SPACE 17"",""addressLocality"":""Hauser"",""addressRegion"":""ID"",""postalCode"":""83854""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":47.77247,""longitude"":-117.026436},""url"":""https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/""}","{""@type"":""Event"",""@context"":""http://schema.org"",""name"":""3D Tour Available - 11776 N Hauser Lake Rd SPACE 17"",""url"":""https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/"",""image"":""https://photos.zillowstatic.com/fp/0394287c35611570d618328bf4d4e06a-p_e.jpg"",""startDate"":""2023-09-28"",""endDate"":""2023-09-28"",""eventAttendanceMode"":""https://schema.org/OnlineEventAttendanceMode"",""eventStatus"":""https://schema.org/EventScheduled"",""location"":[{""@type"":""VirtualLocation"",""url"":""https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/""},{""@type"":""Place"",""@context"":""http://schema.org"",""name"":""11776 N Hauser Lake Rd SPACE 17"",""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""11776 N Hauser Lake Rd SPACE 17"",""postalCode"":""83854"",""addressLocality"":""Hauser"",""addressRegion"":""ID""}}],""offers"":{""price"":120000,""priceCurrency"":""$"",""availability"":""http://schema.org/InStock"",""url"":""https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/"",""validFrom"":""2023-09-28""},""performer"":""Avalon 24 Real Estate""}","https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/","11776 N Hauser Lake Rd SPACE 17, Hauser, ID 83854","AVALON 24 REAL ESTATE","$120,000","- Home for sale","2","bds","1","ba","684","sqft","3D Tour","Previous photo","Chevron Left","Next photo","Chevron Right","https://photos.zillowstatic.com/fp/0394287c35611570d618328bf4d4e06a-p_e.jpg","https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/","https://photos.zillowstatic.com/fp/78d00f82986e7d29487fcc4769b00d55-p_e.jpg","https://www.zillow.com/homedetails/11776-N-Hauser-Lake-Rd-SPACE-17-Hauser-ID-83854/121770103_zpid/","https://photos.zillowstatic.com/fp/f6b9a4f90184e7b1cd960110055169f6-p_e.jpg","Use arrow keys to navigate","Image 1 of 19","Save this home"
