"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""821 N 14th St, Collinsville, OK 74021"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,402""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""821 N 14th St"",""addressLocality"":""Collinsville"",""addressRegion"":""OK"",""postalCode"":""74021""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.37267,""longitude"":-95.84151},""url"":""https://www.zillow.com/homedetails/821-N-14th-St-Collinsville-OK-74021/22204479_zpid/""}","https://www.zillow.com/homedetails/821-N-14th-St-Collinsville-OK-74021/22204479_zpid/","821 N 14th St, Collinsville, OK 74021","REALTY CONNECT, Michelle Morris","$233,000","- House for sale","3","bds","2","ba","1,402","sqft","Price cut: $2,750 (Aug 17)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/821-N-14th-St-Collinsville-OK-74021/22204479_zpid/","https://photos.zillowstatic.com/fp/6e289321380e8ac57fe8ed99f81a95b1-p_e.jpg","https://photos.zillowstatic.com/fp/b2f82a09fdfd57a4a94e6cbe19e22a00-p_e.jpg","https://photos.zillowstatic.com/fp/e273c8f107081928aa9b3ccd17ff2717-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""904 Red Rock Rd, Blanchard, OK 73010"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,998""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""904 Red Rock Rd"",""addressLocality"":""Blanchard"",""addressRegion"":""OK"",""postalCode"":""73010""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.260746,""longitude"":-97.701935},""url"":""https://www.zillow.com/homedetails/904-Red-Rock-Rd-Blanchard-OK-73010/2062154048_zpid/""}","https://www.zillow.com/homedetails/904-Red-Rock-Rd-Blanchard-OK-73010/2062154048_zpid/","904 Red Rock Rd, Blanchard, OK 73010","WHITTINGTON REALTY LLC, Karen J Reed","$340,000","- House for sale","4","bds","3","ba","1,998","sqft","Open: Sun. 2-4pm","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/904-Red-Rock-Rd-Blanchard-OK-73010/2062154048_zpid/","https://photos.zillowstatic.com/fp/a8176d5d0dc54523930eee1222de6cc1-p_e.jpg","https://photos.zillowstatic.com/fp/37c06db11234257c3ee182ecdd961b52-p_e.jpg","https://photos.zillowstatic.com/fp/97cb9f6fd195e6e8193ac66ba16d2451-p_e.jpg","Use arrow keys to navigate","Image 1 of 46","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""20301 Highway 39, Wanette, OK 74878"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,440""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""20301 Highway 39"",""addressLocality"":""Wanette"",""addressRegion"":""OK"",""postalCode"":""74878""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.99827,""longitude"":-97.05479},""url"":""https://www.zillow.com/homedetails/20301-Highway-39-Wanette-OK-74878/66896428_zpid/""}","https://www.zillow.com/homedetails/20301-Highway-39-Wanette-OK-74878/66896428_zpid/","20301 Highway 39, Wanette, OK 74878","BACA REALTY GROUP LLC, Whitney Hensley","$175,000","- House for sale","2","bds","2","ba","1,440","sqft","4 hours ago","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/20301-Highway-39-Wanette-OK-74878/66896428_zpid/","https://photos.zillowstatic.com/fp/d595149988a2047fe2e20d6718fe23ca-p_e.jpg","https://photos.zillowstatic.com/fp/7dbe9283d2cb6cf9540ad3061e683980-p_e.jpg","https://photos.zillowstatic.com/fp/86f7a4727281a7755fb3608572011261-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""409 Big Bluff Rd, Pryor, OK 74361"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,586""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""409 Big Bluff Rd"",""addressLocality"":""Pryor"",""addressRegion"":""OK"",""postalCode"":""74361""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.28185,""longitude"":-95.17646},""url"":""https://www.zillow.com/homedetails/409-Big-Bluff-Rd-Pryor-OK-74361/86067664_zpid/""}","https://www.zillow.com/homedetails/409-Big-Bluff-Rd-Pryor-OK-74361/86067664_zpid/","409 Big Bluff Rd, Pryor, OK 74361","LAKELAND REAL ESTATE NEOK, Stephanie Cox","$174,000","- House for sale","2","bds","2","ba","1,586","sqft","20 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/409-Big-Bluff-Rd-Pryor-OK-74361/86067664_zpid/","https://photos.zillowstatic.com/fp/2bdd73d646b4e7780b5e7bde833e8326-p_e.jpg","https://photos.zillowstatic.com/fp/29de86ac85b78c6077bc74ceb415e363-p_e.jpg","https://photos.zillowstatic.com/fp/1652f65d70baf9605246639c175c1910-p_e.jpg","Use arrow keys to navigate","Image 1 of 27","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""4845 W Dallas St, Broken Arrow, OK 74012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,872""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""4845 W Dallas St"",""addressLocality"":""Broken Arrow"",""addressRegion"":""OK"",""postalCode"":""74012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":36.04936,""longitude"":-95.850266},""url"":""https://www.zillow.com/homedetails/4845-W-Dallas-St-Broken-Arrow-OK-74012/22265997_zpid/""}","https://www.zillow.com/homedetails/4845-W-Dallas-St-Broken-Arrow-OK-74012/22265997_zpid/","4845 W Dallas St, Broken Arrow, OK 74012","CHINOWTH & COHEN, Tonya Ellison","$275,000","- House for sale","3","bds","2","ba","1,872","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/4845-W-Dallas-St-Broken-Arrow-OK-74012/22265997_zpid/","https://photos.zillowstatic.com/fp/3a2ceb929b44f608e75b17b122823fb8-p_e.jpg","https://photos.zillowstatic.com/fp/f57c6a63470e64bfe9ef3ac13858dcfd-p_e.jpg","https://photos.zillowstatic.com/fp/bcdac157df4b54576c477984dc06bcb3-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""625 N Griffin Ave, Okmulgee, OK 74447"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,112""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""625 N Griffin Ave"",""addressLocality"":""Okmulgee"",""addressRegion"":""OK"",""postalCode"":""74447""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.62879,""longitude"":-95.97845},""url"":""https://www.zillow.com/homedetails/625-N-Griffin-Ave-Okmulgee-OK-74447/86076777_zpid/""}","https://www.zillow.com/homedetails/625-N-Griffin-Ave-Okmulgee-OK-74447/86076777_zpid/","625 N Griffin Ave, Okmulgee, OK 74447","CROSBY REAL ESTATE, INC., Lindsey McKinney","$45,000","- House for sale","2","bds","1","ba","1,112","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/625-N-Griffin-Ave-Okmulgee-OK-74447/86076777_zpid/","https://photos.zillowstatic.com/fp/40ac8aa1f9c1854fbae65b49512a11a7-p_e.jpg","https://photos.zillowstatic.com/fp/b2960e9af525cb5ca698416ab21dcb64-p_e.jpg","https://photos.zillowstatic.com/fp/141f9805e5e98cb030aa71fe44b1ea47-p_e.jpg","Use arrow keys to navigate","Image 1 of 14","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3026 Meagan Ave, Durant, OK 74701"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,193""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3026 Meagan Ave"",""addressLocality"":""Durant"",""addressRegion"":""OK"",""postalCode"":""74701""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.02034,""longitude"":-96.406944},""url"":""https://www.zillow.com/homedetails/3026-Meagan-Ave-Durant-OK-74701/2055513716_zpid/""}","https://www.zillow.com/homedetails/3026-Meagan-Ave-Durant-OK-74701/2055513716_zpid/","3026 Meagan Ave, Durant, OK 74701","BREWER REALTY GROUP, Kassi Wilkey","$360,000","- House for sale","3","bds","2","ba","2,193","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3026-Meagan-Ave-Durant-OK-74701/2055513716_zpid/","https://photos.zillowstatic.com/fp/3c24d7d3f9b21c074ce9746ff61a6db9-p_e.jpg","https://photos.zillowstatic.com/fp/b6d003f8fb547758e3ef7db05246fdce-p_e.jpg","https://photos.zillowstatic.com/fp/c941b1801d6a81b646bc98ef250b71b1-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""5802 NE 108th Ave NE, Norman, OK 73026"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,930""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""5802 NE 108th Ave NE"",""addressLocality"":""Norman"",""addressRegion"":""OK"",""postalCode"":""73026""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.28835,""longitude"":-97.2832},""url"":""https://www.zillow.com/homedetails/5802-NE-108th-Ave-NE-Norman-OK-73026/2067216417_zpid/""}","https://www.zillow.com/homedetails/5802-NE-108th-Ave-NE-Norman-OK-73026/2067216417_zpid/","5802 NE 108th Ave NE, Norman, OK 73026","INGRAM REAL ESTATE LLC, Renee Ingram","$350,000","- House for sale","4","bds","2","ba","1,930","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/5802-NE-108th-Ave-NE-Norman-OK-73026/2067216417_zpid/","https://photos.zillowstatic.com/fp/0009bceab13911524f82fb06d5857da4-p_e.jpg","https://photos.zillowstatic.com/fp/6d4827c4eaa9a3a950812f937ab13493-p_e.jpg","https://photos.zillowstatic.com/fp/788a015e089fb99d6fb56f721cea7980-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""719 Geronimo Ln, Pauls Valley, OK 73075"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,360""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""719 Geronimo Ln"",""addressLocality"":""Pauls Valley"",""addressRegion"":""OK"",""postalCode"":""73075""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.724033,""longitude"":-97.20661},""url"":""https://www.zillow.com/homedetails/719-Geronimo-Ln-Pauls-Valley-OK-73075/86016370_zpid/""}","https://www.zillow.com/homedetails/719-Geronimo-Ln-Pauls-Valley-OK-73075/86016370_zpid/","719 Geronimo Ln, Pauls Valley, OK 73075","REALTY EXPERTS INC, Randy Tarlton","$99,900","- Foreclosure","3","bds","2","ba","1,360","sqft","5 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/719-Geronimo-Ln-Pauls-Valley-OK-73075/86016370_zpid/","https://photos.zillowstatic.com/fp/114a845cb2544d6e5e6943f9d52549c0-p_e.jpg","https://photos.zillowstatic.com/fp/cceca0feaf6aa5ae875ac4a8d1621f47-p_e.jpg","https://photos.zillowstatic.com/fp/7d96f42c29e232723a990285faeaf24c-p_e.jpg","Use arrow keys to navigate","Image 1 of 12","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""114378 S 4172nd Rd, Checotah, OK 74426"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,300""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""114378 S 4172nd Rd"",""addressLocality"":""Checotah"",""addressRegion"":""OK"",""postalCode"":""74426""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.358414,""longitude"":-95.58898},""url"":""https://www.zillow.com/homedetails/114378-S-4172nd-Rd-Checotah-OK-74426/2055509126_zpid/""}","https://www.zillow.com/homedetails/114378-S-4172nd-Rd-Checotah-OK-74426/2055509126_zpid/","114378 S 4172nd Rd, Checotah, OK 74426","PORCHES AND PASTURES, Stephanie Fine","$282,000","- House for sale","2","bds","2","ba","1,300","sqft","4 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/114378-S-4172nd-Rd-Checotah-OK-74426/2055509126_zpid/","https://photos.zillowstatic.com/fp/9887f9f07a276ef2a8ed608f5ccaafac-p_e.jpg","https://photos.zillowstatic.com/fp/765725989a87611b156a1ce410da1cf9-p_e.jpg","https://photos.zillowstatic.com/fp/4b7cf43029792ecd0d409d5ddcf131ef-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""974 N Ranchette Rd, Mead, OK 73449"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,047""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""974 N Ranchette Rd"",""addressLocality"":""Mead"",""addressRegion"":""OK"",""postalCode"":""73449""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":34.019882,""longitude"":-96.53521},""url"":""https://www.zillow.com/homedetails/974-N-Ranchette-Rd-Mead-OK-73449/85995398_zpid/""}","https://www.zillow.com/homedetails/974-N-Ranchette-Rd-Mead-OK-73449/85995398_zpid/","974 N Ranchette Rd, Mead, OK 73449","BREWER REALTY GROUP, Ashley McCain","$298,500","- House for sale","4","bds","3","ba","2,047","sqft","Price cut: $17,450 (Sep 10)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/974-N-Ranchette-Rd-Mead-OK-73449/85995398_zpid/","https://photos.zillowstatic.com/fp/ae91261c7435a7820a829b29e7b32b81-p_e.jpg","https://photos.zillowstatic.com/fp/482c7009abe808bc8424e803834aa533-p_e.jpg","https://photos.zillowstatic.com/fp/e863b81e73ea64b16832a37291735270-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""508 S Walnut St, Sallisaw, OK 74955"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,036""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""508 S Walnut St"",""addressLocality"":""Sallisaw"",""addressRegion"":""OK"",""postalCode"":""74955""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.454006,""longitude"":-94.79325},""url"":""https://www.zillow.com/homedetails/508-S-Walnut-St-Sallisaw-OK-74955/86137384_zpid/""}","https://www.zillow.com/homedetails/508-S-Walnut-St-Sallisaw-OK-74955/86137384_zpid/","508 S Walnut St, Sallisaw, OK 74955","GREENLEAF PROPERTIES, Crystal Stephens-Sides","$92,000","- House for sale","2","bds","1","ba","1,036","sqft","1 day on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/508-S-Walnut-St-Sallisaw-OK-74955/86137384_zpid/","https://photos.zillowstatic.com/fp/79d9c506f73cdb7527da94aee0152a68-p_e.jpg","https://photos.zillowstatic.com/fp/500a85291d00b117167da4b073ebf7b0-p_e.jpg","https://photos.zillowstatic.com/fp/0f4ff5840f421c46b6a7c06b913f72ae-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1008 SW 14th St, Wagoner, OK 74467"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,170""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1008 SW 14th St"",""addressLocality"":""Wagoner"",""addressRegion"":""OK"",""postalCode"":""74467""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.945896,""longitude"":-95.391846},""url"":""https://www.zillow.com/homedetails/1008-SW-14th-St-Wagoner-OK-74467/22293515_zpid/""}","https://www.zillow.com/homedetails/1008-SW-14th-St-Wagoner-OK-74467/22293515_zpid/","1008 SW 14th St, Wagoner, OK 74467","COLDWELL BANKER SELECT, Chris Swart","$130,000","- House for sale","4","bds","1","ba","1,170","sqft","6 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1008-SW-14th-St-Wagoner-OK-74467/22293515_zpid/","https://photos.zillowstatic.com/fp/eb5a7d99d951e8033cc6383d33ef8598-p_e.jpg","https://photos.zillowstatic.com/fp/25e66c66b801416329e09507f185b8ab-p_e.jpg","https://photos.zillowstatic.com/fp/ddba9faadb382ab24009139a17719746-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8809 Saint George Way, Midwest City, OK 73110"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""980""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8809 Saint George Way"",""addressLocality"":""Midwest City"",""addressRegion"":""OK"",""postalCode"":""73110""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.46573,""longitude"":-97.373604},""url"":""https://www.zillow.com/homedetails/8809-Saint-George-Way-Midwest-City-OK-73110/21949636_zpid/""}","https://www.zillow.com/homedetails/8809-Saint-George-Way-Midwest-City-OK-73110/21949636_zpid/","8809 Saint George Way, Midwest City, OK 73110","BLACK LABEL REALTY, Airyanna Bly","$90,000","- House for sale","2","bds","2","ba","980","sqft","Price cut: $8,500 (Sep 17)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8809-Saint-George-Way-Midwest-City-OK-73110/21949636_zpid/","https://photos.zillowstatic.com/fp/06fec8a6e0b36f67bee7f582612363e2-p_e.jpg","https://photos.zillowstatic.com/fp/5105eaf5484439dab8af77781ab3dce5-p_e.jpg","https://photos.zillowstatic.com/fp/a63dafbc545ec18a898f0053c4cc9acd-p_e.jpg","Use arrow keys to navigate","Image 1 of 19","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1708 Lancaster Dr, Edmond, OK 73012"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,389""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1708 Lancaster Dr"",""addressLocality"":""Edmond"",""addressRegion"":""OK"",""postalCode"":""73012""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.672016,""longitude"":-97.517715},""url"":""https://www.zillow.com/homedetails/1708-Lancaster-Dr-Edmond-OK-73012/22047639_zpid/""}","https://www.zillow.com/homedetails/1708-Lancaster-Dr-Edmond-OK-73012/22047639_zpid/","1708 Lancaster Dr, Edmond, OK 73012","STETSON BENTLEY, Courtney Wimmer","$349,000","- House for sale","4","bds","3","ba","2,389","sqft","Price cut: $1,000 (Sep 1)","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1708-Lancaster-Dr-Edmond-OK-73012/22047639_zpid/","https://photos.zillowstatic.com/fp/8c6917bed1dbbef41dc539874c03015e-p_e.jpg","https://photos.zillowstatic.com/fp/dcea5135a0e5d927655ef2a1ec7a25d7-p_e.jpg","https://photos.zillowstatic.com/fp/5d959076a3f975d0e958d3facaf43d9d-p_e.jpg","Use arrow keys to navigate","Image 1 of 37","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""16565 E 167th St S, Bixby, OK 74008"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,938""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""16565 E 167th St S"",""addressLocality"":""Bixby"",""addressRegion"":""OK"",""postalCode"":""74008""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":35.921314,""longitude"":-95.79343},""url"":""https://www.zillow.com/homedetails/16565-E-167th-St-S-Bixby-OK-74008/22273252_zpid/""}","https://www.zillow.com/homedetails/16565-E-167th-St-S-Bixby-OK-74008/22273252_zpid/","16565 E 167th St S, Bixby, OK 74008","RE/MAX ADVANCED, Lisa Foreman","$322,000","- House for sale","3","bds","3","ba","1,938","sqft","178 days on Zillow","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/16565-E-167th-St-S-Bixby-OK-74008/22273252_zpid/","https://photos.zillowstatic.com/fp/c9e73e2ae9b9afe508e386349449bf82-p_e.jpg","https://photos.zillowstatic.com/fp/8e2af3651f44f944b7da64f409bd61dc-p_e.jpg","https://photos.zillowstatic.com/fp/06432ef0f7bf0fc6d49c5fe4c42ccc7a-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
