"ListItem-c11n-8-84-3__sc-10e22w8-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 href","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 2","PropertyCardWrapper__StyledPriceLine-srp__sc-16e8gqd-1","StyledPropertyCardDataArea-c11n-8-84-3__sc-yipmu-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 2","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 3","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 4","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 5","StyledPropertyCardHomeDetailsList-c11n-8-84-3__sc-1xvdaej-0 6","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0","Image-c11n-8-84-3__sc-1rtmhsc-0 src","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0","Icon-c11n-8-84-3__sc-13llmml-0","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 2","Icon-c11n-8-84-3__sc-13llmml-0 2","Anchor-c11n-8-84-3__sc-hn4bge-0 href","Image-c11n-8-84-3__sc-1rtmhsc-0 src 2","Image-c11n-8-84-3__sc-1rtmhsc-0 src 3","Image-c11n-8-84-3__sc-1rtmhsc-0 src 4","StyledPropertyCardBadge-c11n-8-84-3__sc-6gojrl-0 2","VisuallyHidden-c11n-8-84-3__sc-t8tewe-0 3","StyledButtonIcon-c11n-8-84-3__sc-wpcbcc-1"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2568 E 3125 S, Brian Head, UT 84719"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,370""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2568 E 3125 S"",""addressLocality"":""Brian Head"",""addressRegion"":""UT"",""postalCode"":""84719""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.64051,""longitude"":-112.784325},""url"":""https://www.zillow.com/homedetails/2568-E-3125-S-Brian-Head-UT-84719/249453730_zpid/""}","https://www.zillow.com/homedetails/2568-E-3125-S-Brian-Head-UT-84719/249453730_zpid/","2568 E 3125 S, Brian Head, UT 84719","","$435,900","- House for sale","5","bds","3","ba","2,370","sqft","Price cut: $19,100 (Sep 8)","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2568-E-3125-S-Brian-Head-UT-84719/249453730_zpid/","https://photos.zillowstatic.com/fp/945804da8d6df2147fe886d903b3be9c-p_e.jpg","https://photos.zillowstatic.com/fp/550a567056d3fe81129e82997c5adc41-p_e.jpg","https://photos.zillowstatic.com/fp/a6ffcf54a5c82bc618b9597c42274c5a-p_e.jpg","Use arrow keys to navigate","Image 1 of 39","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2417 N Stanley Crane Dr, Clinton, UT 84015"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""3,169""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2417 N Stanley Crane Dr"",""addressLocality"":""Clinton"",""addressRegion"":""UT"",""postalCode"":""84015""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.148907,""longitude"":-112.09344},""url"":""https://www.zillow.com/homedetails/2417-N-Stanley-Crane-Dr-Clinton-UT-84015/249102161_zpid/""}","https://www.zillow.com/homedetails/2417-N-Stanley-Crane-Dr-Clinton-UT-84015/249102161_zpid/","2417 N Stanley Crane Dr, Clinton, UT 84015","WINDERMERE REAL ESTATE (LAYTON BRANCH)","$630,000","- House for sale","5","bds","3","ba","3,169","sqft","3 hours ago","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2417-N-Stanley-Crane-Dr-Clinton-UT-84015/249102161_zpid/","https://photos.zillowstatic.com/fp/1edf83efd88cc66080321481ca47be8a-p_e.jpg","https://photos.zillowstatic.com/fp/1a50719d9e4b00717e972746e11f46c3-p_e.jpg","https://photos.zillowstatic.com/fp/a601701dd0e7ec50cfdcbb86974c19b3-p_e.jpg","Use arrow keys to navigate","Image 1 of 29","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""8465 E Copper Crest Rd, Eden, UT 84310"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""6,836""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""8465 E Copper Crest Rd"",""addressLocality"":""Eden"",""addressRegion"":""UT"",""postalCode"":""84310""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.363235,""longitude"":-111.74728},""url"":""https://www.zillow.com/homedetails/8465-E-Copper-Crest-Rd-Eden-UT-84310/251399658_zpid/""}","https://www.zillow.com/homedetails/8465-E-Copper-Crest-Rd-Eden-UT-84310/251399658_zpid/","8465 E Copper Crest Rd, Eden, UT 84310","SUMMIT SOTHEBY'S - PARK AVE","$15,000,000","- House for sale","5","bds","6","ba","6,836","sqft","47 days on Zillow","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/8465-E-Copper-Crest-Rd-Eden-UT-84310/251399658_zpid/","https://photos.zillowstatic.com/fp/243153aa3847e84dab2a474207e1b9b2-p_e.jpg","https://photos.zillowstatic.com/fp/beabc75377b29a86ea6ae1a10ad55318-p_e.jpg","https://photos.zillowstatic.com/fp/187e35efe794961cfcd8afd726569275-p_e.jpg","Use arrow keys to navigate","Image 1 of 50","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1932 W 200 N, Kaysville, UT 84037"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,898""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1932 W 200 N"",""addressLocality"":""Kaysville"",""addressRegion"":""UT"",""postalCode"":""84037""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.0389,""longitude"":-111.97695},""url"":""https://www.zillow.com/homedetails/1932-W-200-N-Kaysville-UT-84037/333133352_zpid/""}","https://www.zillow.com/homedetails/1932-W-200-N-Kaysville-UT-84037/333133352_zpid/","1932 W 200 N, Kaysville, UT 84037","1ST CLASS REAL ESTATE PARTNERS","$1,000,000","- House for sale","5","bds","4","ba","4,898","sqft","Open: Thu. 4-6pm","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1932-W-200-N-Kaysville-UT-84037/333133352_zpid/","https://photos.zillowstatic.com/fp/82aa82932424f0b6c9e98f5afdb9af50-p_e.jpg","https://photos.zillowstatic.com/fp/c81361dceec45e9ef69e98c713ff1402-p_e.jpg","https://photos.zillowstatic.com/fp/6ce58949f45e30183c1da2cbe7d01a0b-p_e.jpg","Use arrow keys to navigate","Image 1 of 49","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""709 W 400 N, Salt Lake City, UT 84116"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,256""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""709 W 400 N"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84116""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.777798,""longitude"":-111.91166},""url"":""https://www.zillow.com/homedetails/709-W-400-N-Salt-Lake-City-UT-84116/12715377_zpid/""}","https://www.zillow.com/homedetails/709-W-400-N-Salt-Lake-City-UT-84116/12715377_zpid/","709 W 400 N, Salt Lake City, UT 84116","INTERMOUNTAIN PROPERTIES","$275,000","- House for sale","3","bds","1","ba","1,256","sqft","24 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/709-W-400-N-Salt-Lake-City-UT-84116/12715377_zpid/","https://photos.zillowstatic.com/fp/0f418e6ac0cc8190c8791904d81edc5a-p_e.jpg","https://photos.zillowstatic.com/fp/1e6cb1cc4de93894298a7d252ed0679f-p_e.jpg","https://photos.zillowstatic.com/fp/9868fbfe577726b02b422e6f8edc0c9d-p_e.jpg","Use arrow keys to navigate","Image 1 of 11","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1256 Earl Dr, Ogden, UT 84404"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,418""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1256 Earl Dr"",""addressLocality"":""Ogden"",""addressRegion"":""UT"",""postalCode"":""84404""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":41.262733,""longitude"":-111.94635},""url"":""https://www.zillow.com/homedetails/1256-Earl-Dr-Ogden-UT-84404/11995438_zpid/""}","https://www.zillow.com/homedetails/1256-Earl-Dr-Ogden-UT-84404/11995438_zpid/","1256 Earl Dr, Ogden, UT 84404","EQUITY REAL ESTATE","$409,900","- House for sale","4","bds","2","ba","2,418","sqft","3D Tour","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1256-Earl-Dr-Ogden-UT-84404/11995438_zpid/","https://photos.zillowstatic.com/fp/53054a7555a5412ab180e5d1ae109aa8-p_e.jpg","https://photos.zillowstatic.com/fp/e308efdc4d03b74b243cf63adfff1e94-p_e.jpg","https://photos.zillowstatic.com/fp/490b033b639a95e38fbd06475ee53dda-p_e.jpg","Use arrow keys to navigate","Image 1 of 36","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""450 College Ave, Price, UT 84501"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,872""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""450 College Ave"",""addressLocality"":""Price"",""addressRegion"":""UT"",""postalCode"":""84501""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":39.605526,""longitude"":-110.80269},""url"":""https://www.zillow.com/homedetails/450-College-Ave-Price-UT-84501/108146942_zpid/""}","https://www.zillow.com/homedetails/450-College-Ave-Price-UT-84501/108146942_zpid/","450 College Ave, Price, UT 84501","KW UTAH REALTORS KELLER WILLIAMS","$215,000","- House for sale","3","bds","2","ba","1,872","sqft","18 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/450-College-Ave-Price-UT-84501/108146942_zpid/","https://photos.zillowstatic.com/fp/79568d712a21fec6e9d3680091f92ebe-p_e.jpg","https://photos.zillowstatic.com/fp/12acee1b9ebfb620c8e63c574d909461-p_e.jpg","https://photos.zillowstatic.com/fp/a7a2178a3e47a431c7873f6d49032416-p_e.jpg","Use arrow keys to navigate","Image 1 of 42","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""187 E 400 N, Centerville, UT 84014"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,544""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""187 E 400 N"",""addressLocality"":""Centerville"",""addressRegion"":""UT"",""postalCode"":""84014""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.921833,""longitude"":-111.87597},""url"":""https://www.zillow.com/homedetails/187-E-400-N-Centerville-UT-84014/79768627_zpid/""}","https://www.zillow.com/homedetails/187-E-400-N-Centerville-UT-84014/79768627_zpid/","187 E 400 N, Centerville, UT 84014","TOP EQUITY REALTY, LLC","$480,000","- House for sale","4","bds","2","ba","1,544","sqft","7 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/187-E-400-N-Centerville-UT-84014/79768627_zpid/","https://photos.zillowstatic.com/fp/261aecc58b34b8ea95942495a3fffba2-p_e.jpg","https://photos.zillowstatic.com/fp/2634387ee3dc62e8c1fb42964f922b29-p_e.jpg","https://photos.zillowstatic.com/fp/066828179ca4d7ec618c6096ef5a6586-p_e.jpg","Use arrow keys to navigate","Image 1 of 10","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2139 E Meadow Lark Way, Sandy, UT 84093"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,950""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2139 E Meadow Lark Way"",""addressLocality"":""Sandy"",""addressRegion"":""UT"",""postalCode"":""84093""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.58787,""longitude"":-111.82974},""url"":""https://www.zillow.com/homedetails/2139-E-Meadow-Lark-Way-Sandy-UT-84093/12908396_zpid/""}","https://www.zillow.com/homedetails/2139-E-Meadow-Lark-Way-Sandy-UT-84093/12908396_zpid/","2139 E Meadow Lark Way, Sandy, UT 84093","LIVINGSTONE BROKERS PLLC","$615,000","- House for sale","4","bds","3","ba","1,950","sqft","4 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2139-E-Meadow-Lark-Way-Sandy-UT-84093/12908396_zpid/","https://photos.zillowstatic.com/fp/4474e3c493b9f5f1b85c007d53d55a58-p_e.jpg","https://photos.zillowstatic.com/fp/ca9e01294565fa68888a67522683a2c6-p_e.jpg","https://photos.zillowstatic.com/fp/be50532190bde49578b5e5f00535f322-p_e.jpg","Use arrow keys to navigate","Image 1 of 94","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""841 S 3600 E, Heber, UT 84032"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""4,743""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""841 S 3600 E"",""addressLocality"":""Heber"",""addressRegion"":""UT"",""postalCode"":""84032""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.49715,""longitude"":-111.35439},""url"":""https://www.zillow.com/homedetails/841-S-3600-E-Heber-UT-84032/245825410_zpid/""}","https://www.zillow.com/homedetails/841-S-3600-E-Heber-UT-84032/245825410_zpid/","841 S 3600 E, Heber, UT 84032","WINDERMERE RE UTAH - PARK AVE","$14,500,000","- House for sale","5","bds","4","ba","4,743","sqft","3D Tour","https://photos.zillowstatic.com/fp/353f9650d9c604248c2f43c75968453d-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/841-S-3600-E-Heber-UT-84032/245825410_zpid/","https://photos.zillowstatic.com/fp/11ca98da4f5222f07bbbe5f1f9e4835b-p_e.jpg","https://photos.zillowstatic.com/fp/3d1440fc93db8e5c36809aa17835a229-p_e.jpg","https://photos.zillowstatic.com/fp/258b89888147a840c45f62eb4babdd2b-p_e.jpg","Use arrow keys to navigate","Image 1 of 85","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""235 E 200 N, Bountiful, UT 84010"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,377""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""235 E 200 N"",""addressLocality"":""Bountiful"",""addressRegion"":""UT"",""postalCode"":""84010""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.89177,""longitude"":-111.875374},""url"":""https://www.zillow.com/homedetails/235-E-200-N-Bountiful-UT-84010/12664798_zpid/""}","https://www.zillow.com/homedetails/235-E-200-N-Bountiful-UT-84010/12664798_zpid/","235 E 200 N, Bountiful, UT 84010","CENTURY 21 EVEREST","$420,000","- House for sale","3","bds","2","ba","1,377","sqft","Price cut: $15,000 (Sep 22)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/235-E-200-N-Bountiful-UT-84010/12664798_zpid/","https://photos.zillowstatic.com/fp/b2e8b6e270b82150439716a7a99930e7-p_e.jpg","https://photos.zillowstatic.com/fp/5bfeae7c1188fc11857125c08eafab4d-p_e.jpg","https://photos.zillowstatic.com/fp/3bf72ff71dab2668cd92e78ce15d0d54-p_e.jpg","Use arrow keys to navigate","Image 1 of 21","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""3949 W Tatiana St, Cedar City, UT 84721"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,625""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""3949 W Tatiana St"",""addressLocality"":""Cedar City"",""addressRegion"":""UT"",""postalCode"":""84721""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":37.698967,""longitude"":-113.130486},""url"":""https://www.zillow.com/homedetails/3949-W-Tatiana-St-Cedar-City-UT-84721/2055307833_zpid/""}","https://www.zillow.com/homedetails/3949-W-Tatiana-St-Cedar-City-UT-84721/2055307833_zpid/","3949 W Tatiana St, Cedar City, UT 84721","EXP REALTY SO UTAH","$439,900","- New construction","3","bds","2","ba","1,625","sqft","2 days on Zillow","","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/3949-W-Tatiana-St-Cedar-City-UT-84721/2055307833_zpid/","https://photos.zillowstatic.com/fp/c40dc317648bcae780203adef2b310fb-p_e.jpg","https://photos.zillowstatic.com/fp/34755f887c7ecf1c7b8d8e8aec9bc143-p_e.jpg","https://photos.zillowstatic.com/fp/ee2d61307a63c3c65aff26df2d944bbe-p_e.jpg","Use arrow keys to navigate","Image 1 of 3","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""7552 S Misty Hollow Way, West Jordan, UT 84084"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""2,312""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""7552 S Misty Hollow Way"",""addressLocality"":""West Jordan"",""addressRegion"":""UT"",""postalCode"":""84084""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.61399,""longitude"":-111.93379},""url"":""https://www.zillow.com/homedetails/7552-S-Misty-Hollow-Way-West-Jordan-UT-84084/12841263_zpid/""}","https://www.zillow.com/homedetails/7552-S-Misty-Hollow-Way-West-Jordan-UT-84084/12841263_zpid/","7552 S Misty Hollow Way, West Jordan, UT 84084","PRIME REAL ESTATE EXPERTS, LLC","$547,500","- House for sale","5","bds","3","ba","2,312","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/7552-S-Misty-Hollow-Way-West-Jordan-UT-84084/12841263_zpid/","https://photos.zillowstatic.com/fp/ee3f5349c1e0ca5458b5c6c247b10121-p_e.jpg","https://photos.zillowstatic.com/fp/2bfcccd55f5714887ee48fb4b0be3aaa-p_e.jpg","https://photos.zillowstatic.com/fp/ef7687f6fb138d2fe5a51f6930d64063-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1990 E Woodside Dr, Salt Lake City, UT 84124"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1990 E Woodside Dr"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84124""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.684383,""longitude"":-111.8343},""url"":""https://www.zillow.com/homedetails/1990-E-Woodside-Dr-Salt-Lake-City-UT-84124/12793305_zpid/""}","https://www.zillow.com/homedetails/1990-E-Woodside-Dr-Salt-Lake-City-UT-84124/12793305_zpid/","1990 E Woodside Dr, Salt Lake City, UT 84124","CENTURY 21 EVEREST","$565,000","- House for sale","4","bds","2","ba","1,900","sqft","5 days on Zillow","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/1990-E-Woodside-Dr-Salt-Lake-City-UT-84124/12793305_zpid/","https://photos.zillowstatic.com/fp/b2003c1beffa63943b2a6e1b3d1f7284-p_e.jpg","https://photos.zillowstatic.com/fp/4a41f0b0bbda091b364c4230db6cbee3-p_e.jpg","https://photos.zillowstatic.com/fp/ff6d047157b88455f345be6ff562583d-p_e.jpg","Use arrow keys to navigate","Image 1 of 25","Save this home"
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""2766 E 2850 S, Salt Lake City, UT 84109"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,500""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""2766 E 2850 S"",""addressLocality"":""Salt Lake City"",""addressRegion"":""UT"",""postalCode"":""84109""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.709164,""longitude"":-111.81333},""url"":""https://www.zillow.com/homedetails/2766-E-2850-S-Salt-Lake-City-UT-84109/12780362_zpid/""}","https://www.zillow.com/homedetails/2766-E-2850-S-Salt-Lake-City-UT-84109/12780362_zpid/","2766 E 2850 S, Salt Lake City, UT 84109","WILLIAMS REALTY PC (SANDY)","$599,000","- House for sale","4","bds","2","ba","1,500","sqft","Price cut: $16,000 (Aug 17)","https://photos.zillowstatic.com/fp/845c46a1282502786fdc2ec484a9064f-zillow_web_48_23.jpg","Previous photo","Chevron Left","Next photo","Chevron Right","https://www.zillow.com/homedetails/2766-E-2850-S-Salt-Lake-City-UT-84109/12780362_zpid/","https://photos.zillowstatic.com/fp/cfaac2866d4670057a8e946a17252e68-p_e.jpg","https://photos.zillowstatic.com/fp/e183af1903d864c002cb412b6a69b5c4-p_e.jpg","https://photos.zillowstatic.com/fp/752e163b96505f2e97bc96da74b78b89-p_e.jpg","Use arrow keys to navigate","Image 1 of 30","Save this home"
